Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,ВКонтакте,WhatsApp,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Vodorobot,,Питьевая вода,"проспект Октября, 158",,450055,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.787484,56.036222,https://2gis.com/firm/70000001083739052,branch
Живая вода,водомат,Питьевая вода,"Евгения Столярова, 4",1 этаж,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,2,89177383429,,,,,,https://wa.me/79177383429,,,54.698453,55.857804,https://2gis.com/firm/70000001068195672,branch
Vodorobot,,Питьевая вода,"Евгения Столярова, 6",,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.698135,55.857749,https://2gis.com/firm/70000001067221782,branch
Единичка,водомат,Питьевая вода,"Яркий бульвар, 10",,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.695806,55.859969,https://2gis.com/firm/70000001093080301,branch
Матур су,водомат,Питьевая вода,,,450055,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89378577727,,,,,,,,,54.787891,56.036935,https://2gis.com/firm/70000001097856667,branch
Дар Сайрана,пункт продажи воды,Питьевая вода,"Элеваторная, 3г",,450018,Мелькомбинат м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,1,83472232171 (единый номер),89371547644,http://dar-sairana.ru,,,,https://wa.me/79371547644,,,54.666085,55.942282,https://2gis.com/firm/70000001046469021,branch
Vodorobot,,Питьевая вода,"бульвар Славы, 1",1 этаж,450075,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,8,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.791768,56.029104,https://2gis.com/firm/70000001051333857,branch
Живая вода,водомат,Питьевая вода,,,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.695618,55.859555,https://2gis.com/firm/70000001093080299,branch
Живая вода,водомат,Питьевая вода,"Евгения Столярова, 4Б",1 этаж,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,6,89373003764 (единая справочная: круглосуточно),,http://alivewater.ru,,,,,,,54.69915,55.855542,https://2gis.com/firm/70000001032411611,branch
Сила Урала,,Питьевая вода,"Садовая, 15Б киоск",,450511,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,28,89279305005,,,,,,https://wa.me/79279305005,,,54.808993,55.888203,https://2gis.com/firm/70000001033763113,branch
Живая вода,водомат,Питьевая вода,,,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.715307,55.84312,https://2gis.com/firm/70000001068708749,branch
Водомир,водомат,Питьевая вода,"Новороссийская, 1",,450095,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,89272360157,,http://vodomir.su,,,,,,,54.696319,55.825558,https://2gis.com/firm/70000001092840156,branch
Живая вода,водомат,Питьевая вода,"Генерала Кусимова, 19",1 этаж,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.715976,55.841701,https://2gis.com/firm/70000001068530500,branch
Vodorobot,,Питьевая вода,"набережная реки Уфы, 23",1 этаж,450099,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.762321,56.071161,https://2gis.com/firm/70000001051333749,branch
Третий кран,водомат,Питьевая вода,"Даута Юлтыя, 12",,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.8,2,88003338359 (единый номер: пн-пт 9:00-18:00),,http://3voda.ru,http://3kran.ru,,https://vk.com/3voda,,,https://youtube.com/channel/UCUsYs_b9OlePn7LJLmX39wA,54.786448,56.043009,https://2gis.com/firm/70000001034074788,branch
Живая вода,водомат,Питьевая вода,,,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89373003764 (единая справочная: круглосуточно),,,,,,,,,54.698074,55.854453,https://2gis.com/firm/70000001059929861,branch
Живая вода,г. Уфа,Питьевая вода,"Яркий бульвар, 5",,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,,,,,,,,,,54.697428,55.854494,https://2gis.com/firm/70000001059886621,branch
Vodorobot,,Питьевая вода,"Генерала Кусимова, 15/2",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.71293,55.84175,https://2gis.com/firm/70000001044015175,branch
Vodorobot,,Питьевая вода,"Российская, 13",возле входа в кафе,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.4,3,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.78849,56.041053,https://2gis.com/firm/70000001083484039,branch
Живая вода,автомат,Питьевая вода,,,450055,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,http://alivewater.ru,,,https://vk.com/alivewater_ru,,,,54.788943,56.04037,https://2gis.com/firm/70000001091756027,branch
Живая вода,водомат,Питьевая вода,"Кустарёвская набережная, 11",,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.697575,55.853007,https://2gis.com/firm/70000001059881667,branch
Живая вода,водомат,Питьевая вода,"Мечтателей, 6",,450017,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.711477,55.841459,https://2gis.com/firm/70000001080738266,branch
Живая вода,водомат,Питьевая вода,"Кустарёвская набережная, 13",,450095,Экогород Яркий м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.69703,55.853237,https://2gis.com/firm/70000001093080291,branch
Матур су,водомат,Питьевая вода,"Максима Рыльского, 3/1а",,450049,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89378577727,,,,,,,,,54.771916,56.065916,https://2gis.com/firm/70000001094529702,branch
Vodorobot,,Питьевая вода,"Максима Рыльского, 14",,450049,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.768233,56.070122,https://2gis.com/firm/70000001078838557,branch
Урал аква,,Питьевая вода,"Максима Рыльского, 28/1а",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.764227,56.073637,https://2gis.com/firm/70000001078948981,branch
Артезианская питьевая вода,водомат,Питьевая вода,"Ахметова, 334/1",,450017,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,http://voda-60.ru,,,,,,,54.791859,55.878299,https://2gis.com/firm/70000001061451008,branch
Живая вoда,водомат,Питьевая вода,"Дагестанская, 11/1",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.6,6,89374727500,,http://alivewater.ru,,,,,,,54.705481,55.842895,https://2gis.com/firm/70000001054039082,branch
Родниковая вода,водомат,Питьевая вода,"Юрия Гагарина, 42/1а",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,1,89378577727,,,,,,,,,54.767831,56.072749,https://2gis.com/firm/70000001060976490,branch
Vodorobot,,Питьевая вода,"Шота Руставели, 9",супермаркет Пятерочка,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.791363,56.041331,https://2gis.com/firm/70000001076296356,branch
Водомир,водомат,Питьевая вода,"Левитана, 22",1 этаж,450095,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,1,89272360157,,http://vodomir.su,,,,,,,54.697836,55.826846,https://2gis.com/firm/70000001053873917,branch
Vodorobot,,Питьевая вода,"Чудинова, 1",1 этаж,450075,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.795394,56.033621,https://2gis.com/firm/70000001077324375,branch
Vodorobot,,Питьевая вода,"Академика Королёва, 2",супермаркет Байрам,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.774252,56.067728,https://2gis.com/firm/70000001095568629,branch
Живая вода,водомат,Питьевая вода,"Шмидта, 160",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.789195,55.870823,https://2gis.com/firm/70000001082066349,branch
Vodorobot,,Питьевая вода,"Дагестанская, 13/2",,450024,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.706763,55.840031,https://2gis.com/firm/70000001060834713,branch
Vodorobot,,Питьевая вода,"Дагестанская, 15/1",,450014,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.708797,55.838272,https://2gis.com/firm/70000001083738486,branch
Красная Горка,г. Уфа,Питьевая вода,"Шмидта, 158/1а",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177,,,,,,,,,54.789912,55.870614,https://2gis.com/firm/70000001056946954,branch
Vodorobot,,Питьевая вода,"Юрия Гагарина, 37/1",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.769985,56.07336,https://2gis.com/firm/70000001081130673,branch
Красноусольская премиум,водомат,Питьевая вода,"Дагестанская, 14а",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,83472163322,,,,,,,,,54.712571,55.835399,https://2gis.com/firm/70000001068990710,branch
Vodorobot,,Питьевая вода,"Шота Руставели, 17",,450081,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.791655,56.044559,https://2gis.com/firm/70000001077128785,branch
Водомир,водомат,Питьевая вода,"Академика Королёва, 4",1 этаж,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.8,4,89272360157,,http://vodomir.su,,,,,,,54.774685,56.069349,https://2gis.com/firm/70000001057182173,branch
Живая вода,водомат,Питьевая вода,,,450075,,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89177383429,,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.796106,56.035649,https://2gis.com/firm/70000001058993216,branch
Красная горкa,водомат,Питьевая вода,"Академика Королёва, 11 к2",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.3,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.773604,56.071145,https://2gis.com/firm/70000001057375197,branch
Третий кран,водомат,Питьевая вода,"Союзная, 35/2",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88003338359 (единый номер: пн-пт 9:00-18:00),,http://3voda.ru,http://3kran.ru,,https://vk.com/3voda,,,https://youtube.com/channel/UCUsYs_b9OlePn7LJLmX39wA,54.790244,55.868285,https://2gis.com/firm/70000001036024352,branch
Vodorobot,,Питьевая вода,"Академика Королёва, 15/1",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.77353,56.072476,https://2gis.com/firm/70000001083738876,branch
Красноусольская премиум,,Питьевая вода,"Академика Королёва, 6а к1",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,5,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.774435,56.071572,https://2gis.com/firm/70000001056852317,branch
Урал-аква,водомат,Питьевая вода,"набережная реки Уфы, 29/2 к2",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,2,89378577727,,,,,,,,,54.766867,56.078655,https://2gis.com/firm/70000001028269047,branch
Vodorobot,,Питьевая вода,"Магистральная, 4",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.710745,55.833946,https://2gis.com/firm/70000001067360161,branch
Артезианска вода у дома ,водомат,Питьевая вода,"Юрия Гагарина, 43 к1",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,2,,,,,,,,,,54.771313,56.074891,https://2gis.com/firm/70000001091927101,branch
Vodorobot,,Питьевая вода,"Дагестанская, 31",,450050,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.712988,55.831534,https://2gis.com/firm/70000001067267093,branch
Vodorobot,,Питьевая вода,"набережная реки Уфы, 39",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.76712,56.081154,https://2gis.com/firm/70000001067243714,branch
Водомат питьевой воды,,Питьевая вода,,,450511,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.80287,55.892768,https://2gis.com/firm/70000001099379669,branch
Vodorobot,,Питьевая вода,"Академика Королёва, 10/2а",,450105,Сипайлово м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.1,3,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.77535,56.074023,https://2gis.com/firm/70000001041710641,branch
Красная горкa,водомат,Питьевая вода,"Комарова, 8а",,450064,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.2,2,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.811697,56.057462,https://2gis.com/firm/70000001033975286,branch
Сила Урала,,Питьевая вода,,,450024,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,,+05:00,0.0,1,89279305005,,,,,,https://wa.me/79279305005,,,54.706009,55.83365,https://2gis.com/firm/70000001082691942,branch
Живая вода,водомат,Питьевая вода,"Союзная, 37/1",,450010,Затон м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.7,3,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.792883,55.867685,https://2gis.com/firm/70000001036759991,branch
Vodorobot,,Питьевая вода,"Правды, 18/2",1 этаж,450095,Дёма м-н,Дёмский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.5,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.703935,55.834661,https://2gis.com/firm/70000001060834786,branch
